rTPJ_Low, rTPJ_Medium, rTPJ_High, rDLPFC_Low, rDLPFC_Medium, rDLPFC_High
0.5172413793103449, 0.5161290322580645, 0.5, 0.4666666666666667, 0.5172413793103449, 0.6
0.5172413793103449, 0.5161290322580645, 0.5, 0.4666666666666667, 0.5172413793103449, 0.6
0.5, 0.4838709677419355, 0.5172413793103449, 0.3793103448275862, 0.5, 0.5
0.43333333333333335, 0.5666666666666667, 0.4827586206896552, 0.4, 0.4666666666666667, 0.6333333333333333
0.5, 0.5333333333333333, 0.4827586206896552, 0.5172413793103449, 0.5172413793103449, 0.5483870967741935
0.4666666666666667, 0.4827586206896552, 0.5, 0.48, 0.5483870967741935, 0.5
0.5, 0.48148148148148145, 0.64, 0.36666666666666664, 0.5666666666666667, 0.6206896551724138
0.4482758620689655, 0.5, 0.4666666666666667, 0.5172413793103449, 0.5185185185185185, 0.5185185185185185
0.4666666666666667, 0.5, 0.5, 0.5172413793103449, 0.4827586206896552, 0.5
0.5, 0.5, 0.5, 0.5, 0.5, 0.5
0.5, 0.5, 0.5333333333333333, 0.6538461538461539, 0.5517241379310345, 0.48148148148148145
0.1, 0.5, 0.9, 0.1, 0.4666666666666667, 0.8666666666666667